step;plan_fact;plan_prj;plan_delta;vozv_fact;vozv_prj;prof_fact;prof_prj;prof_delta;ubound_plan;lbound_plan;ubound_prof;lbound_prof
253;-3.677;-3.599;-2.28;1.819;0.0;-0.807;-1.849;27.998;50.0;-50.0;70.0;10.0
254;-3.452;-3.599;-2.292;2.027;0.0;-0.865;-1.88;28.17;50.0;-50.0;70.0;10.0
255;-3.004;-3.599;-2.304;2.859;0.0;-0.865;-1.912;28.345;50.0;-50.0;70.0;10.0
256;-3.228;-3.599;-2.316;2.651;0.0;-0.519;-1.943;28.522;50.0;-50.0;70.0;10.0
257;-2.555;-3.599;-2.327;2.235;0.0;-0.346;-1.975;28.7;50.0;-50.0;70.0;10.0
258;-2.555;-3.599;-2.337;2.027;0.0;-0.923;-2.006;28.881;50.0;-50.0;70.0;10.0
259;-2.779;-3.599;-2.347;2.443;0.0;0.346;-2.037;29.064;50.0;-50.0;70.0;10.0
260;-2.555;-3.599;-2.356;2.651;0.0;-0.115;-2.069;29.248;50.0;-50.0;70.0;10.0
261;-2.442;-3.599;-2.365;2.339;0.0;0.519;-2.1;29.435;50.0;-50.0;70.0;10.0
262;-2.555;-3.599;-2.373;1.611;0.0;1.499;-2.132;29.624;50.0;-50.0;70.0;10.0
263;-2.555;-3.599;-2.38;1.403;0.0;1.672;-2.163;29.814;50.0;-50.0;70.0;10.0
264;-2.33;-3.599;-2.386;1.611;0.0;2.249;-2.195;30.007;50.0;-50.0;70.0;10.0
265;-2.106;-3.599;-2.391;1.819;0.0;2.595;-2.226;30.201;50.0;-50.0;70.0;10.0
266;-1.881;-3.599;-2.396;2.027;0.0;2.768;-2.258;30.398;50.0;-50.0;70.0;10.0
267;-2.106;-3.599;-2.399;2.235;0.0;2.768;-2.289;30.596;50.0;-50.0;70.0;10.0
268;-1.994;-3.599;-2.402;2.547;0.0;2.797;-2.321;30.797;50.0;-50.0;70.0;10.0
269;-1.881;-3.599;-2.404;2.859;0.0;2.826;-2.352;30.999;50.0;-50.0;70.0;10.0
270;-1.881;-3.599;-2.404;3.483;0.0;2.941;-2.384;31.203;50.0;-50.0;70.0;10.0
271;-1.657;-3.599;-2.404;3.483;0.0;2.999;-2.392;31.409;50.0;-50.0;70.0;10.0
272;-1.657;-3.599;-2.403;4.108;0.0;3.172;-2.392;31.617;50.0;-50.0;70.0;10.0
273;-1.433;-3.599;-2.401;4.524;0.0;3.23;-2.392;31.827;50.0;-50.0;70.0;10.0
274;-1.433;-3.599;-2.397;3.483;0.0;3.403;-2.392;32.039;50.0;-50.0;70.0;10.0
275;-1.433;-3.599;-2.393;2.859;0.0;3.114;-2.392;32.252;50.0;-50.0;70.0;10.0
276;-1.433;-3.599;-2.388;3.483;0.0;2.999;-2.392;32.467;50.0;-50.0;70.0;10.0
277;-1.657;-3.599;-2.383;3.9;0.0;2.941;-2.392;32.683;50.0;-50.0;70.0;10.0
278;-2.106;-3.599;-2.376;3.9;0.0;2.71;-2.392;32.901;50.0;-50.0;70.0;10.0
279;-2.33;-3.599;-2.369;3.691;0.0;2.307;-2.392;33.12;50.0;-50.0;70.0;10.0
280;-2.555;-3.599;-2.361;2.859;0.0;2.018;-2.392;33.341;50.0;-50.0;70.0;10.0
281;-2.779;-3.599;-2.352;4.316;0.0;1.788;-2.392;33.563;50.0;-50.0;70.0;10.0
282;-3.004;-3.599;-2.343;7.436;0.0;1.672;-2.392;33.786;50.0;-50.0;70.0;10.0
283;-3.228;-3.599;-2.333;6.812;0.0;1.326;-2.392;34.01;50.0;-50.0;70.0;10.0
284;-3.452;-3.599;-2.322;3.275;0.0;0.865;-2.392;34.235;50.0;-50.0;70.0;10.0
285;-3.228;-3.599;-2.311;1.819;0.0;0.346;-2.392;34.461;50.0;-50.0;70.0;10.0
286;-3.228;-3.599;-2.299;2.651;0.0;-0.173;-2.392;34.688;50.0;-50.0;70.0;10.0
287;-3.004;-3.599;-2.287;3.9;0.0;-0.519;-2.392;34.916;50.0;-50.0;70.0;10.0
288;-3.004;-3.599;-2.275;3.483;0.0;-0.98;-2.392;35.145;50.0;-50.0;70.0;10.0
289;-2.779;-3.599;-2.262;2.027;0.0;-1.499;-2.392;35.375;50.0;-50.0;70.0;10.0
290;-2.33;-3.599;-2.249;1.611;0.0;-1.672;-2.392;35.605;50.0;-50.0;70.0;10.0
291;-1.657;-3.599;-2.236;5.356;0.0;-2.537;-2.392;35.835;50.0;-50.0;70.0;10.0
292;-1.433;-3.599;-2.222;4.732;0.0;-2.999;-2.392;36.067;50.0;-50.0;70.0;10.0
293;-1.208;-3.599;-2.208;2.443;0.0;-3.518;-2.392;36.298;50.0;-50.0;70.0;10.0
294;-1.208;-3.599;-2.194;1.611;0.0;-3.979;-2.392;36.53;50.0;-50.0;70.0;10.0
295;-1.208;-3.599;-2.18;2.443;0.0;-4.556;-2.392;36.763;50.0;-50.0;70.0;10.0
296;-1.433;-3.599;-2.165;3.483;0.0;-4.152;-2.392;36.995;50.0;-50.0;70.0;10.0
297;-1.208;-3.599;-2.151;3.067;0.0;-4.556;-2.392;37.228;50.0;-50.0;70.0;10.0
298;-1.208;-3.599;-2.136;2.027;0.0;-4.902;-2.392;37.461;50.0;-50.0;70.0;10.0
299;-0.984;-3.599;-2.122;3.067;0.0;-5.479;-2.392;37.694;50.0;-50.0;70.0;10.0
300;-0.984;-3.599;-2.107;3.483;0.0;-5.825;-2.392;37.927;50.0;-50.0;70.0;10.0
301;-0.984;-3.599;-2.093;3.691;0.0;-6.228;-2.392;38.16;50.0;-50.0;70.0;10.0
302;-0.984;-3.599;-2.078;3.067;0.0;-6.747;-2.392;38.393;50.0;-50.0;70.0;10.0
303;-0.984;-3.599;-2.064;3.9;0.0;-6.92;-2.392;38.625;50.0;-50.0;70.0;10.0
304;-0.984;-3.599;-2.05;4.108;0.0;-7.093;-2.392;38.857;50.0;-50.0;70.0;10.0
305;-0.984;-3.599;-2.036;3.483;0.0;-7.093;-2.392;39.089;50.0;-50.0;70.0;10.0
306;-0.759;-3.599;-2.023;2.651;0.0;-7.324;-2.392;39.321;50.0;-50.0;70.0;10.0
307;-0.984;-3.599;-2.01;3.067;0.0;-7.382;-2.392;39.552;50.0;-50.0;70.0;10.0
308;-0.984;-3.599;-1.997;3.067;0.0;-7.555;-2.392;39.782;50.0;-50.0;70.0;10.0
309;-0.984;-3.599;-1.984;3.691;0.0;-7.555;-2.392;40.012;50.0;-50.0;70.0;10.0
310;-0.984;-3.599;-1.972;2.027;0.0;-7.67;-2.392;40.241;50.0;-50.0;70.0;10.0
311;-1.208;-3.599;-1.96;1.611;0.0;-7.612;-2.392;40.469;50.0;-50.0;70.0;10.0
312;-1.433;-3.599;-1.949;2.235;0.0;-7.728;-2.392;40.696;50.0;-50.0;70.0;10.0
313;-1.657;-3.599;-1.938;2.651;0.0;-7.439;-2.392;40.923;50.0;-50.0;70.0;10.0
314;-1.657;-3.599;-1.928;2.443;0.0;-7.209;-2.392;41.148;50.0;-50.0;70.0;10.0
315;-2.106;-3.599;-1.918;1.195;0.0;-6.863;-2.392;41.373;50.0;-50.0;70.0;10.0
316;-3.004;-3.599;-1.909;2.859;0.0;-6.113;-2.392;41.596;50.0;-50.0;70.0;10.0
317;-3.452;-3.599;-1.901;3.275;0.0;-5.709;-2.392;41.818;50.0;-50.0;70.0;10.0
318;-3.901;-3.599;-1.893;3.067;0.0;-5.306;-2.392;42.039;50.0;-50.0;70.0;10.0
319;-3.901;-3.599;-1.886;2.443;0.0;-4.787;-2.392;42.259;50.0;-50.0;70.0;10.0
320;-4.126;-3.599;-1.88;2.027;0.0;-4.325;-2.392;42.477;50.0;-50.0;70.0;10.0
321;-4.799;-3.599;-1.875;3.483;0.0;-3.518;-2.392;42.694;50.0;-50.0;70.0;10.0
322;-4.799;-3.599;-1.87;4.316;0.0;-3.23;-2.392;42.909;50.0;-50.0;70.0;10.0
323;-4.799;-3.599;-1.867;4.524;0.0;-3.23;-2.392;43.123;50.0;-50.0;70.0;10.0
324;-4.799;-3.599;-1.864;4.108;0.0;-2.826;-2.392;43.335;50.0;-50.0;70.0;10.0
325;-4.799;-3.599;-1.862;4.524;0.0;-2.191;-2.392;43.546;50.0;-50.0;70.0;10.0
326;-4.574;-3.599;-1.862;4.94;0.0;-1.961;-2.392;43.754;50.0;-50.0;70.0;10.0
327;-4.574;-3.599;-1.862;5.148;0.0;-1.73;-2.392;43.961;50.0;-50.0;70.0;10.0
328;-4.574;-3.599;-1.863;5.356;0.0;-1.384;-2.392;44.166;50.0;-50.0;70.0;10.0
329;-4.574;-3.599;-1.865;3.9;0.0;-0.923;-2.392;44.369;50.0;-50.0;70.0;10.0
330;-4.574;-3.599;-1.867;3.9;0.0;-0.634;-2.392;44.57;50.0;-50.0;70.0;10.0
331;-4.574;-3.599;-1.871;4.108;0.0;-0.519;-2.392;44.769;50.0;-50.0;70.0;10.0
332;-4.574;-3.599;-1.875;3.9;0.0;-0.231;-2.392;44.965;50.0;-50.0;70.0;10.0
333;-4.799;-3.599;-1.88;3.067;0.0;-0.058;-2.392;45.16;50.0;-50.0;70.0;10.0
334;-4.799;-3.599;-1.886;2.859;0.0;0.115;-2.392;45.352;50.0;-50.0;70.0;10.0
335;-5.023;-3.599;-1.892;2.443;0.0;0.058;-2.392;45.542;50.0;-50.0;70.0;10.0
336;-4.799;-3.599;-1.899;2.235;0.0;0.404;-2.392;45.73;50.0;-50.0;70.0;10.0
337;-4.799;-3.599;-1.907;2.027;0.0;0.404;-2.392;45.915;50.0;-50.0;70.0;10.0
338;-4.799;-3.599;-1.915;1.403;0.0;0.461;-2.392;46.098;50.0;-50.0;70.0;10.0
339;-4.574;-3.599;-1.924;2.235;0.0;0.404;-2.392;46.278;50.0;-50.0;70.0;10.0
340;-4.574;-3.599;-1.933;2.651;0.0;0.346;-2.392;46.455;50.0;-50.0;70.0;10.0
341;-4.574;-3.599;-1.943;0.779;0.0;0.231;-2.392;46.63;50.0;-50.0;70.0;10.0
342;-4.35;-3.599;-1.953;2.859;0.0;-0.058;-2.392;46.803;50.0;-50.0;70.0;10.0
343;-4.35;-3.599;-1.964;2.859;0.0;-0.231;-2.392;46.972;50.0;-50.0;70.0;10.0
344;-4.35;-3.599;-1.975;1.403;0.0;-0.404;-2.392;47.139;50.0;-50.0;70.0;10.0
345;-4.35;-3.599;-1.987;2.235;0.0;-0.923;-2.392;47.302;50.0;-50.0;70.0;10.0
346;-4.574;-3.599;-1.999;2.235;0.0;-1.038;-2.392;47.463;50.0;-50.0;70.0;10.0
347;-4.574;-3.599;-2.011;0.779;0.0;-1.499;-2.392;47.621;50.0;-50.0;70.0;10.0
348;-4.574;-3.599;-2.023;0.987;0.0;-1.672;-2.392;47.775;50.0;-50.0;70.0;10.0
349;-4.799;-3.599;-2.036;1.819;0.0;-1.845;-2.392;47.927;50.0;-50.0;70.0;10.0
350;-4.799;-3.599;-2.049;0.987;0.0;-2.249;-2.392;48.075;50.0;-50.0;70.0;10.0
351;-4.574;-3.599;-2.062;-0.053;0.0;-2.595;-2.392;48.22;50.0;-50.0;70.0;10.0
352;-4.35;-3.599;-2.075;2.443;0.0;-2.768;-2.392;48.362;50.0;-50.0;70.0;10.0
353;-4.126;-3.599;-2.088;0.779;0.0;-2.941;-2.392;48.5;50.0;-50.0;70.0;10.0
354;-4.126;-3.599;-2.102;-0.469;0.0;-3.287;-2.392;48.635;50.0;-50.0;70.0;10.0
355;-3.452;-3.599;-2.115;0.987;0.0;-3.864;-2.392;48.767;50.0;-50.0;70.0;10.0
356;-3.228;-3.599;-2.129;-0.261;0.0;-4.152;-2.392;48.895;50.0;-50.0;70.0;10.0
357;-2.779;-3.599;-2.142;-2.342;0.0;-4.671;-2.392;49.019;50.0;-50.0;70.0;10.0
358;-2.555;-3.599;-2.156;-1.718;0.0;-4.787;-2.392;49.14;50.0;-50.0;70.0;10.0
359;-2.106;-3.599;-2.169;-2.55;0.0;-5.19;-2.392;49.257;50.0;-50.0;70.0;10.0
360;-1.881;-3.599;-2.183;-2.134;0.0;-5.19;-2.392;49.37;50.0;-50.0;70.0;10.0
361;-1.881;-3.599;-2.196;-1.718;0.0;-5.19;-2.392;49.479;50.0;-50.0;70.0;10.0
362;-1.433;-3.599;-2.209;-1.51;0.0;-5.133;-2.392;49.585;50.0;-50.0;70.0;10.0
363;-1.433;-3.599;-2.222;-1.51;0.0;-5.19;-2.392;49.686;50.0;-50.0;70.0;10.0
364;-1.433;-3.599;-2.235;0.363;0.0;-4.902;-2.392;49.784;50.0;-50.0;70.0;10.0
365;-1.433;-3.599;-2.247;0.571;0.0;-4.787;-2.392;49.877;50.0;-50.0;70.0;10.0
366;-1.433;-3.599;-2.26;-1.301;0.0;-4.671;-2.392;49.967;50.0;-50.0;70.0;10.0
367;-1.433;-3.599;-2.272;-0.261;0.0;-4.671;-2.392;50.052;50.0;-50.0;70.0;10.0
368;-1.433;-3.599;-2.283;0.363;0.0;-4.671;-2.392;50.132;50.0;-50.0;70.0;10.0
369;-1.657;-3.599;-2.295;-0.677;0.0;-4.844;-2.392;50.209;50.0;-50.0;70.0;10.0
370;-1.657;-3.599;-2.305;-1.301;0.0;-5.133;-2.392;50.281;50.0;-50.0;70.0;10.0
371;-1.657;-3.599;-2.316;-0.261;0.0;-5.248;-2.392;50.349;50.0;-50.0;70.0;10.0
372;-1.881;-3.599;-2.326;0.155;0.0;-5.652;-2.392;50.412;50.0;-50.0;70.0;10.0
373;-2.106;-3.599;-2.336;-0.053;0.0;-5.94;-2.392;50.471;50.0;-50.0;70.0;10.0
374;-2.106;-3.599;-2.345;0.571;0.0;-6.228;-2.392;50.525;50.0;-50.0;70.0;10.0
375;-2.33;-3.599;-2.353;0.779;0.0;-6.517;-2.392;50.574;50.0;-50.0;70.0;10.0
376;-2.555;-3.599;-2.361;0.571;0.0;-6.92;-2.392;50.619;50.0;-50.0;70.0;10.0
377;-2.33;-3.599;-2.368;0.779;0.0;-7.093;-2.392;50.659;50.0;-50.0;70.0;10.0
378;-2.33;-3.599;-2.375;0.571;0.0;-7.151;-2.392;50.694;50.0;-50.0;70.0;10.0
379;-2.33;-3.599;-2.381;-1.926;0.0;-7.266;-2.373;50.724;50.0;-50.0;70.0;10.0
380;-2.33;-3.599;-2.386;0.363;0.0;-7.382;-2.341;50.75;50.0;-50.0;70.0;10.0
381;-2.555;-3.599;-2.391;-1.926;0.0;-7.266;-2.31;50.77;50.0;-50.0;70.0;10.0
382;-2.33;-3.599;-2.395;-2.134;0.0;-7.382;-2.278;50.786;50.0;-50.0;70.0;10.0
383;-2.33;-3.599;-2.398;0.155;0.0;-7.324;-2.247;50.797;50.0;-50.0;70.0;10.0
384;-2.33;-3.599;-2.401;-0.469;0.0;-7.439;-2.215;50.804;50.0;-50.0;70.0;10.0
385;-2.555;-3.599;-2.403;-1.093;0.0;-7.612;-2.184;50.807;50.0;-50.0;70.0;10.0
386;-2.555;-3.599;-2.404;1.611;0.0;-7.843;-2.152;50.805;50.0;-50.0;70.0;10.0
387;-2.33;-3.599;-2.405;0.779;0.0;-7.958;-2.121;50.799;50.0;-50.0;70.0;10.0
388;-1.433;-3.599;-2.405;-0.261;0.0;-8.304;-2.089;50.788;50.0;-50.0;70.0;10.0
389;-1.433;-3.599;-2.404;0.779;0.0;-8.766;-2.058;50.774;50.0;-50.0;70.0;10.0
390;-1.208;-3.599;-2.403;2.235;0.0;-8.824;-2.026;50.756;50.0;-50.0;70.0;10.0
391;-0.984;-3.599;-2.401;1.195;0.0;-9.285;-1.995;50.734;50.0;-50.0;70.0;10.0
392;-1.208;-3.599;-2.398;-1.093;0.0;-9.343;-1.963;50.708;50.0;-50.0;70.0;10.0
393;-0.984;-3.599;-2.395;0.571;0.0;-9.689;-1.932;50.678;50.0;-50.0;70.0;10.0
394;-0.984;-3.599;-2.391;0.571;0.0;-9.573;-1.9;50.645;50.0;-50.0;70.0;10.0
395;-1.433;-3.599;-2.386;-1.301;0.0;-8.535;-1.869;50.609;50.0;-50.0;70.0;10.0
396;-1.208;-3.599;-2.381;-0.053;0.0;-7.958;-1.838;50.569;50.0;-50.0;70.0;10.0
397;-1.208;-3.599;-2.375;1.195;0.0;-7.67;-1.806;50.525;50.0;-50.0;70.0;10.0
398;-1.208;-3.599;-2.368;0.363;0.0;-6.69;-1.775;50.479;50.0;-50.0;70.0;10.0
399;-1.433;-3.599;-2.361;0.363;0.0;-6.171;-1.743;50.429;50.0;-50.0;70.0;10.0
400;-1.433;-3.599;-2.353;0.779;0.0;-5.594;-1.712;50.377;50.0;-50.0;70.0;10.0
401;-1.433;-3.599;-2.344;1.195;0.0;-5.133;-1.68;50.321;50.0;-50.0;70.0;10.0
402;-1.433;-3.599;-2.335;-0.261;0.0;-4.095;-1.649;50.263;50.0;-50.0;70.0;10.0
403;-1.433;-3.599;-2.325;-0.053;0.0;-3.864;-1.617;50.202;50.0;-50.0;70.0;10.0
404;-1.657;-3.599;-2.314;-0.053;0.0;-3.403;-1.586;50.138;50.0;-50.0;70.0;10.0
405;-1.881;-3.599;-2.302;0.155;0.0;-3.287;-1.554;50.072;50.0;-50.0;70.0;10.0
406;-2.33;-3.599;-2.29;-0.469;0.0;-2.884;-1.523;50.003;50.0;-50.0;70.0;10.0
407;-2.106;-3.599;-2.278;0.155;0.0;-2.71;-1.491;49.932;50.0;-50.0;70.0;10.0
408;-2.555;-3.599;-2.264;0.363;0.0;-2.537;-1.46;49.858;50.0;-50.0;70.0;10.0
409;-2.555;-3.599;-2.25;0.363;0.0;-2.422;-1.428;49.782;50.0;-50.0;70.0;10.0
410;-3.004;-3.599;-2.236;0.571;0.0;-2.307;-1.397;49.705;50.0;-50.0;70.0;10.0
411;-3.228;-3.599;-2.22;1.195;0.0;-1.615;-1.365;49.625;50.0;-50.0;70.0;10.0
412;-3.004;-3.599;-2.204;0.363;0.0;-1.211;-1.334;49.543;50.0;-50.0;70.0;10.0
413;-3.004;-3.599;-2.188;-0.053;0.0;-0.692;-1.302;49.459;50.0;-50.0;70.0;10.0
414;-3.004;-3.599;-2.17;0.571;0.0;-0.115;-1.271;49.374;50.0;-50.0;70.0;10.0
415;-3.004;-3.599;-2.152;0.779;0.0;-0.058;-1.239;49.287;50.0;-50.0;70.0;10.0
416;-3.228;-3.599;-2.134;-1.51;0.0;-0.173;-1.208;49.199;50.0;-50.0;70.0;10.0
417;-2.779;-3.599;-2.115;0.155;0.0;-0.75;-1.176;49.109;50.0;-50.0;70.0;10.0
418;-3.004;-3.599;-2.095;0.779;0.0;-0.865;-1.145;49.017;50.0;-50.0;70.0;10.0
419;-3.004;-3.599;-2.074;0.779;0.0;-1.269;-1.113;48.925;50.0;-50.0;70.0;10.0
420;-2.779;-3.599;-2.053;-0.053;0.0;-1.672;-1.082;48.831;50.0;-50.0;70.0;10.0
421;-2.779;-3.599;-2.031;-0.053;0.0;-2.018;-1.05;48.736;50.0;-50.0;70.0;10.0
422;-2.555;-3.599;-2.008;0.155;0.0;-2.191;-1.019;48.64;50.0;-50.0;70.0;10.0
423;-2.555;-3.599;-1.985;0.155;0.0;-2.364;-0.987;48.543;50.0;-50.0;70.0;10.0
424;-2.555;-3.599;-1.961;0.363;0.0;-2.48;-0.956;48.446;50.0;-50.0;70.0;10.0
425;-2.33;-3.599;-1.937;-2.55;0.0;-2.71;-0.924;48.347;50.0;-50.0;70.0;10.0
426;-2.33;-3.599;-1.911;-1.718;0.0;-2.768;-0.893;48.248;50.0;-50.0;70.0;10.0
427;-2.106;-3.599;-1.885;-0.469;0.0;-2.537;-0.862;48.149;50.0;-50.0;70.0;10.0
428;-2.33;-3.599;-1.859;-0.053;0.0;-2.191;-0.83;48.049;50.0;-50.0;70.0;10.0
429;-2.33;-3.599;-1.832;0.155;0.0;-1.903;-0.799;47.948;50.0;-50.0;70.0;10.0
430;-3.004;-3.599;-1.804;-1.093;0.0;-1.384;-0.767;47.848;50.0;-50.0;70.0;10.0
431;-2.555;-3.599;-1.775;-1.926;0.0;-1.153;-0.736;47.747;50.0;-50.0;70.0;10.0
432;-2.33;-3.599;-1.746;-0.677;0.0;-1.442;-0.704;47.646;50.0;-50.0;70.0;10.0
433;-2.33;-3.599;-1.717;-1.301;0.0;-1.326;-0.69;47.545;50.0;-50.0;70.0;10.0
434;-2.33;-3.599;-1.686;-0.885;0.0;-1.038;-0.69;47.445;50.0;-50.0;70.0;10.0
435;-2.555;-3.599;-1.655;-0.885;0.0;-1.211;-0.69;47.344;50.0;-50.0;70.0;10.0
436;-2.555;-3.599;-1.623;-1.093;0.0;-1.384;-0.69;47.243;50.0;-50.0;70.0;10.0
437;-2.33;-3.599;-1.591;-1.093;0.0;-1.442;-0.69;47.143;50.0;-50.0;70.0;10.0
438;-2.33;-3.599;-1.559;-1.093;0.0;-1.442;-0.69;47.042;50.0;-50.0;70.0;10.0
439;-2.33;-3.599;-1.526;-0.261;0.0;-1.557;-0.69;46.942;50.0;-50.0;70.0;10.0
440;-2.33;-3.599;-1.492;-0.261;0.0;-1.442;-0.69;46.841;50.0;-50.0;70.0;10.0
441;-2.33;-3.599;-1.458;-2.342;0.0;-1.499;-0.69;46.741;50.0;-50.0;70.0;10.0
442;-2.33;-3.599;-1.424;-2.55;0.0;-1.672;-0.69;46.641;50.0;-50.0;70.0;10.0
443;-2.33;-3.599;-1.389;-1.718;0.0;-1.499;-0.69;46.541;50.0;-50.0;70.0;10.0
444;-2.33;-3.599;-1.354;-1.51;0.0;-1.211;-0.69;46.441;50.0;-50.0;70.0;10.0
445;-2.106;-3.599;-1.318;-2.966;0.0;-0.98;-0.69;46.341;50.0;-50.0;70.0;10.0
446;-2.106;-3.599;-1.283;-2.966;0.0;-0.692;-0.69;46.242;50.0;-50.0;70.0;10.0
447;-2.106;-3.599;-1.247;-2.966;0.0;-0.288;-0.69;46.142;50.0;-50.0;70.0;10.0
448;-1.881;-3.599;-1.211;-2.134;0.0;0.346;-0.69;46.043;50.0;-50.0;70.0;10.0
449;-2.106;-3.599;-1.175;0.155;0.0;0.634;-0.69;45.944;50.0;-50.0;70.0;10.0
450;-1.881;-3.599;-1.139;0.779;0.0;0.865;-0.69;45.845;50.0;-50.0;70.0;10.0
451;-1.881;-3.599;-1.102;-1.301;0.0;1.269;-0.69;45.746;50.0;-50.0;70.0;10.0
452;-1.657;-3.599;-1.066;-1.093;0.0;1.442;-0.69;45.648;50.0;-50.0;70.0;10.0
453;-1.881;-3.599;-1.029;-0.677;0.0;1.499;-0.69;45.549;50.0;-50.0;70.0;10.0
454;-2.106;-3.599;-0.993;0.987;0.0;1.442;-0.69;45.451;50.0;-50.0;70.0;10.0
455;-2.218;-3.599;-0.956;0.467;0.0;1.413;-0.69;45.353;50.0;-50.0;70.0;10.0
456;-2.33;-3.599;-0.92;-0.053;0.0;1.384;-0.69;45.256;50.0;-50.0;70.0;10.0
457;-2.33;-3.599;-0.883;-1.301;0.0;1.499;-0.69;45.158;50.0;-50.0;70.0;10.0
458;-2.779;-3.599;-0.847;-2.134;0.0;1.672;-0.69;45.061;50.0;-50.0;70.0;10.0
459;-2.779;-3.599;-0.811;-1.926;0.0;1.845;-0.69;44.964;50.0;-50.0;70.0;10.0
460;-3.004;-3.599;-0.775;0.155;0.0;2.018;-0.69;44.867;50.0;-50.0;70.0;10.0
461;-3.004;-3.599;-0.739;-1.093;0.0;2.48;-0.69;44.771;50.0;-50.0;70.0;10.0
462;-3.228;-3.599;-0.704;-2.134;0.0;2.826;-0.69;44.674;50.0;-50.0;70.0;10.0
463;-3.228;-3.599;-0.669;-2.134;0.0;3.057;-0.69;44.578;50.0;-50.0;70.0;10.0
464;-3.228;-3.599;-0.634;-0.261;0.0;3.287;-0.69;44.483;50.0;-50.0;70.0;10.0
465;-3.228;-3.599;-0.599;0.987;0.0;3.806;-0.69;44.387;50.0;-50.0;70.0;10.0
466;-3.452;-3.599;-0.565;0.363;0.0;4.037;-0.69;44.292;50.0;-50.0;70.0;10.0
467;-3.004;-3.599;-0.532;-0.677;0.0;4.441;-0.69;44.197;50.0;-50.0;70.0;10.0
468;-2.106;-3.599;-0.498;-1.301;0.0;4.21;-0.69;44.103;50.0;-50.0;70.0;10.0
469;-3.228;-3.599;-0.465;-1.718;0.0;3.979;-0.69;44.008;50.0;-50.0;70.0;10.0
470;-2.779;-3.599;-0.433;1.403;0.0;3.403;-0.69;43.915;50.0;-50.0;70.0;10.0
471;-2.779;-3.599;-0.401;1.611;0.0;3.345;-0.69;43.821;50.0;-50.0;70.0;10.0
472;-2.779;-3.599;-0.37;1.195;0.0;2.826;-0.69;43.728;50.0;-50.0;70.0;10.0
473;-2.779;-3.599;-0.339;0.883;0.0;2.624;-0.69;43.635;50.0;-50.0;70.0;10.0
474;-2.779;-3.599;-0.309;0.571;0.0;2.422;-0.69;43.542;50.0;-50.0;70.0;10.0
475;-2.779;-3.599;-0.28;0.571;0.0;2.018;-0.69;43.45;50.0;-50.0;70.0;10.0
476;-2.779;-3.599;-0.251;1.195;0.0;1.73;-0.69;43.358;50.0;-50.0;70.0;10.0
477;-3.004;-3.599;-0.223;-0.261;0.0;1.326;-0.69;43.267;50.0;-50.0;70.0;10.0
478;-2.779;-3.599;-0.196;-2.966;0.0;0.98;-0.69;43.176;50.0;-50.0;70.0;10.0
479;-2.555;-3.599;-0.17;-3.798;0.0;0.865;-0.69;43.085;50.0;-50.0;70.0;10.0
480;-2.555;-3.599;-0.144;-1.301;0.0;0.461;-0.69;42.995;50.0;-50.0;70.0;10.0
481;-2.33;-3.599;-0.119;0.363;0.0;0.404;-0.69;42.905;50.0;-50.0;70.0;10.0
482;-2.33;-3.599;-0.096;2.027;0.0;0.519;-0.69;42.816;50.0;-50.0;70.0;10.0
483;-2.106;-3.599;-0.073;2.443;0.0;0.634;-0.69;42.727;50.0;-50.0;70.0;10.0
484;-2.106;-3.599;-0.051;2.027;0.0;0.577;-0.69;42.638;50.0;-50.0;70.0;10.0
485;-1.881;-3.599;-0.029;1.611;0.0;0.577;-0.69;42.55;50.0;-50.0;70.0;10.0
486;-1.657;-3.599;-0.009;2.443;0.0;0.519;-0.69;42.462;50.0;-50.0;70.0;10.0
487;-1.881;-3.633;0.01;0.779;0.008;0.404;-0.69;42.375;50.0;-50.0;70.0;10.0
488;-1.657;-3.698;0.028;-2.55;0.024;0.0;-0.69;42.288;50.0;-50.0;70.0;10.0
489;-1.881;-3.764;0.045;-3.798;0.04;-0.346;-0.69;42.202;50.0;-50.0;70.0;10.0
490;-1.881;-3.829;0.061;-3.59;0.055;-0.461;-0.69;42.116;50.0;-50.0;70.0;10.0
491;-2.106;-3.895;0.076;-0.885;0.071;-1.038;-0.69;42.03;50.0;-50.0;70.0;10.0
492;-2.106;-3.96;0.09;0.155;0.087;-1.211;-0.69;41.945;50.0;-50.0;70.0;10.0
493;-2.106;-4.026;0.103;0.571;0.102;-1.326;-0.69;41.86;50.0;-50.0;70.0;10.0
494;-2.106;-4.091;0.115;0.987;0.118;-1.326;-0.69;41.775;50.0;-50.0;70.0;10.0
495;-2.33;-4.157;0.126;0.571;0.134;-1.211;-0.69;41.691;50.0;-50.0;70.0;10.0
496;-2.33;-4.222;0.137;0.155;0.15;-1.326;-0.69;41.607;50.0;-50.0;70.0;10.0
497;-2.106;-4.288;0.146;-0.677;0.165;-1.326;-0.69;41.523;50.0;-50.0;70.0;10.0
498;-1.881;-4.353;0.155;-1.093;0.181;-1.615;-0.69;41.439;50.0;-50.0;70.0;10.0
499;-1.881;-4.419;0.163;-1.301;0.197;-1.557;-0.69;41.356;50.0;-50.0;70.0;10.0
500;-1.881;-4.484;0.17;-1.093;0.213;-1.499;-0.69;41.273;50.0;-50.0;70.0;10.0
